HeadTop_X,HeadTop_Y,HeadTop_Z,HeadFront_X,HeadFront_Y,HeadFront_Z,HeadSide_X,HeadSide_Y,HeadSide_Z
-1425.0,1632.0,-1141.0,-1347.0,1583.0,-1066.0,-1228.0,1654.0,-964.0
-1439.0,1641.0,-1164.0,-1359.0,1592.0,-1090.0,-1240.0,1669.0,-983.0
-1460.0,1659.0,-1185.0,-1374.0,1614.0,-1111.0,-1257.0,1690.0,-1001.0
-1474.0,1676.0,-1206.0,-1393.0,1636.0,-1131.0,-1269.0,1711.0,-1022.0
-1488.0,1701.0,-1230.0,-1408.0,1666.0,-1154.0,-1278.0,1737.0,-1042.0
-1504.0,1718.0,-1250.0,-1422.0,1686.0,-1174.0,-1291.0,1756.0,-1058.0
-1515.0,1739.0,-1273.0,-1430.0,1716.0,-1201.0,-1300.0,1783.0,-1075.0
-1529.0,1761.0,-1295.0,-1443.0,1743.0,-1224.0,-1312.0,1808.0,-1093.0
-1540.0,1785.0,-1318.0,-1452.0,1773.0,-1250.0,-1321.0,1835.0,-1111.0
-1551.0,1808.0,-1339.0,-1464.0,1801.0,-1274.0,-1331.0,1860.0,-1129.0
-1562.0,1831.0,-1361.0,-1475.0,1827.0,-1297.0,-1340.0,1884.0,-1147.0
-1574.0,1854.0,-1382.0,-1488.0,1853.0,-1319.0,-1350.0,1908.0,-1165.0
-1586.0,1877.0,-1403.0,-1502.0,1879.0,-1340.0,-1360.0,1933.0,-1183.0
-1599.0,1900.0,-1424.0,-1515.0,1904.0,-1361.0,-1371.0,1956.0,-1201.0
-1612.0,1922.0,-1445.0,-1529.0,1929.0,-1382.0,-1382.0,1979.0,-1219.0
-1625.0,1944.0,-1465.0,-1543.0,1952.0,-1402.0,-1393.0,2002.0,-1236.0
-1639.0,1966.0,-1485.0,-1557.0,1976.0,-1421.0,-1405.0,2025.0,-1253.0
-1653.0,1989.0,-1505.0,-1571.0,2000.0,-1441.0,-1416.0,2048.0,-1270.0
-1667.0,2010.0,-1525.0,-1586.0,2023.0,-1461.0,-1429.0,2071.0,-1287.0
-1681.0,2033.0,-1545.0,-1600.0,2047.0,-1480.0,-1441.0,2094.0,-1304.0
-1696.0,2055.0,-1565.0,-1615.0,2070.0,-1500.0,-1453.0,2117.0,-1321.0
-1710.0,2077.0,-1585.0,-1630.0,2093.0,-1520.0,-1466.0,2140.0,-1337.0
-1724.0,2099.0,-1606.0,-1644.0,2116.0,-1540.0,-1478.0,2163.0,-1354.0
-1738.0,2122.0,-1626.0,-1658.0,2140.0,-1560.0,-1491.0,2186.0,-1371.0
-1751.0,2145.0,-1647.0,-1673.0,2163.0,-1580.0,-1503.0,2210.0,-1388.0
-1764.0,2168.0,-1668.0,-1686.0,2187.0,-1601.0,-1515.0,2234.0,-1405.0
-1777.0,2191.0,-1689.0,-1699.0,2211.0,-1623.0,-1527.0,2258.0,-1422.0
-1787.0,2216.0,-1711.0,-1711.0,2236.0,-1645.0,-1538.0,2282.0,-1440.0
-1798.0,2240.0,-1733.0,-1723.0,2261.0,-1668.0,-1549.0,2307.0,-1457.0
-1808.0,2264.0,-1756.0,-1734.0,2286.0,-1692.0,-1560.0,2332.0,-1475.0
-1819.0,2288.0,-1778.0,-1746.0,2309.0,-1715.0,-1572.0,2356.0,-1493.0
-1828.0,2309.0,-1797.0,-1759.0,2327.0,-1738.0,-1586.0,2375.0,-1508.0
-1840.0,2328.0,-1813.0,-1774.0,2343.0,-1758.0,-1602.0,2392.0,-1521.0
-1854.0,2346.0,-1828.0,-1791.0,2356.0,-1775.0,-1619.0,2407.0,-1533.0
-1871.0,2362.0,-1842.0,-1809.0,2369.0,-1791.0,-1637.0,2421.0,-1544.0
-1890.0,2377.0,-1858.0,-1826.0,2385.0,-1804.0,-1652.0,2438.0,-1556.0
-1912.0,2396.0,-1879.0,-1843.0,2404.0,-1810.0,-1665.0,2457.0,-1566.0
-1994.0,2449.0,-1919.0,-1944.0,2445.0,-1810.0,-1696.0,2513.0,-1579.0
-2045.0,2493.0,-1950.0,-1995.0,2483.0,-1812.0,-1716.0,2554.0,-1588.0
-2091.0,2531.0,-1972.0,-2038.0,2517.0,-1812.0,-1742.0,2591.0,-1593.0
-2130.0,2560.0,-1987.0,-2074.0,2539.0,-1820.0,-1774.0,2620.0,-1601.0
-2157.0,2459.0,-1888.0,-2056.0,2434.0,-1781.0,-1842.0,2536.0,-1581.0
-2150.0,2530.0,-1953.0,-2049.0,2543.0,-1867.0,-1844.0,2625.0,-1646.0
-2185.0,2560.0,-1962.0,-2078.0,2567.0,-1882.0,-1877.0,2650.0,-1654.0
-2205.0,2586.0,-1977.0,-2104.0,2582.0,-1903.0,-1900.0,2670.0,-1669.0
-2226.0,2608.0,-1991.0,-2124.0,2605.0,-1921.0,-1920.0,2691.0,-1681.0
-2241.0,2625.0,-2015.0,-2138.0,2635.0,-1934.0,-1925.0,2718.0,-1705.0
-2267.0,2685.0,-2061.0,-2152.0,2708.0,-1973.0,-1936.0,2781.0,-1739.0
-2290.0,2713.0,-2083.0,-2174.0,2737.0,-1995.0,-1956.0,2810.0,-1759.0
-2310.0,2738.0,-2108.0,-2197.0,2762.0,-2017.0,-1973.0,2837.0,-1780.0
-2331.0,2768.0,-2132.0,-2218.0,2793.0,-2039.0,-1991.0,2867.0,-1800.0
-2351.0,2802.0,-2158.0,-2239.0,2827.0,-2063.0,-2009.0,2900.0,-1822.0
-2375.0,2844.0,-2187.0,-2261.0,2869.0,-2092.0,-2028.0,2939.0,-1847.0
-2397.0,2873.0,-2212.0,-2284.0,2899.0,-2116.0,-2048.0,2969.0,-1868.0
-2420.0,2901.0,-2237.0,-2307.0,2929.0,-2140.0,-2067.0,3000.0,-1889.0
-2444.0,2933.0,-2262.0,-2330.0,2961.0,-2164.0,-2088.0,3032.0,-1910.0
-2468.0,2966.0,-2288.0,-2353.0,2995.0,-2189.0,-2108.0,3066.0,-1932.0
-2493.0,3000.0,-2315.0,-2377.0,3030.0,-2215.0,-2130.0,3101.0,-1955.0
-2518.0,3031.0,-2340.0,-2401.0,3061.0,-2239.0,-2151.0,3133.0,-1976.0
-2543.0,3062.0,-2366.0,-2426.0,3094.0,-2263.0,-2172.0,3165.0,-1998.0
-2568.0,3095.0,-2392.0,-2451.0,3127.0,-2289.0,-2194.0,3199.0,-2020.0
-2594.0,3129.0,-2418.0,-2476.0,3161.0,-2314.0,-2216.0,3234.0,-2043.0
-2621.0,3162.0,-2445.0,-2501.0,3195.0,-2340.0,-2238.0,3268.0,-2065.0
-2647.0,3195.0,-2471.0,-2527.0,3229.0,-2365.0,-2261.0,3302.0,-2088.0
-2674.0,3228.0,-2498.0,-2553.0,3263.0,-2390.0,-2284.0,3337.0,-2110.0
-2701.0,3262.0,-2525.0,-2579.0,3297.0,-2416.0,-2307.0,3372.0,-2133.0
-2729.0,3296.0,-2553.0,-2606.0,3332.0,-2443.0,-2331.0,3408.0,-2156.0
-2757.0,3331.0,-2580.0,-2633.0,3367.0,-2469.0,-2355.0,3443.0,-2179.0
-2786.0,3365.0,-2607.0,-2660.0,3402.0,-2495.0,-2379.0,3479.0,-2203.0
-2814.0,3400.0,-2635.0,-2688.0,3438.0,-2522.0,-2403.0,3515.0,-2226.0
-2843.0,3436.0,-2663.0,-2716.0,3474.0,-2548.0,-2428.0,3552.0,-2250.0
771.0,1580.0,379.0,784.0,1437.0,416.0,697.0,1524.0,292.0
771.0,1580.0,379.0,784.0,1437.0,416.0,697.0,1524.0,292.0
771.0,1580.0,379.0,784.0,1437.0,416.0,697.0,1524.0,292.0
771.0,1580.0,379.0,784.0,1437.0,416.0,697.0,1524.0,292.0
771.0,1580.0,379.0,784.0,1437.0,416.0,697.0,1524.0,292.0
768.0,1588.0,388.0,783.0,1445.0,423.0,694.0,1532.0,302.0
768.0,1589.0,389.0,782.0,1446.0,424.0,694.0,1533.0,302.0
770.0,1588.0,391.0,782.0,1445.0,428.0,695.0,1533.0,305.0
767.0,1591.0,393.0,779.0,1448.0,429.0,692.0,1536.0,307.0
766.0,1594.0,397.0,777.0,1449.0,433.0,691.0,1539.0,310.0
762.0,1599.0,399.0,774.0,1455.0,434.0,686.0,1543.0,314.0
760.0,1600.0,402.0,770.0,1455.0,437.0,683.0,1545.0,317.0
752.0,1605.0,403.0,763.0,1461.0,435.0,675.0,1549.0,319.0
746.0,1609.0,405.0,757.0,1465.0,435.0,667.0,1553.0,322.0
731.0,1618.0,405.0,746.0,1474.0,431.0,654.0,1561.0,324.0
721.0,1623.0,407.0,737.0,1478.0,432.0,644.0,1565.0,327.0
712.0,1627.0,409.0,728.0,1480.0,433.0,635.0,1569.0,330.0
704.0,1631.0,410.0,720.0,1485.0,433.0,626.0,1573.0,332.0
695.0,1636.0,411.0,713.0,1489.0,434.0,617.0,1578.0,335.0
686.0,1642.0,413.0,704.0,1495.0,434.0,607.0,1583.0,338.0
677.0,1646.0,415.0,696.0,1499.0,436.0,597.0,1587.0,341.0
669.0,1651.0,417.0,689.0,1503.0,437.0,588.0,1591.0,344.0
660.0,1655.0,419.0,681.0,1508.0,438.0,579.0,1595.0,347.0
652.0,1660.0,422.0,674.0,1512.0,439.0,571.0,1600.0,351.0
643.0,1665.0,424.0,666.0,1517.0,441.0,562.0,1604.0,354.0
635.0,1669.0,427.0,659.0,1521.0,443.0,553.0,1609.0,358.0
627.0,1674.0,430.0,651.0,1526.0,445.0,544.0,1613.0,362.0
619.0,1679.0,432.0,644.0,1530.0,447.0,535.0,1618.0,366.0
610.0,1683.0,435.0,636.0,1534.0,449.0,527.0,1622.0,370.0
602.0,1688.0,438.0,629.0,1539.0,451.0,518.0,1627.0,375.0
594.0,1693.0,442.0,622.0,1544.0,454.0,509.0,1631.0,379.0
585.0,1698.0,445.0,615.0,1549.0,456.0,499.0,1636.0,385.0
576.0,1702.0,449.0,608.0,1555.0,458.0,490.0,1641.0,390.0
569.0,1707.0,452.0,603.0,1561.0,460.0,481.0,1645.0,395.0
561.0,1712.0,456.0,598.0,1567.0,463.0,473.0,1650.0,400.0
554.0,1716.0,459.0,593.0,1574.0,464.0,464.0,1654.0,405.0
546.0,1721.0,462.0,590.0,1581.0,466.0,456.0,1659.0,410.0
541.0,1724.0,465.0,589.0,1584.0,465.0,450.0,1661.0,414.0
536.0,1727.0,467.0,588.0,1589.0,466.0,445.0,1663.0,418.0
532.0,1730.0,471.0,587.0,1594.0,468.0,441.0,1666.0,423.0
530.0,1732.0,475.0,586.0,1598.0,471.0,439.0,1669.0,426.0
529.0,1735.0,478.0,587.0,1602.0,473.0,439.0,1672.0,429.0
528.0,1738.0,480.0,587.0,1605.0,475.0,438.0,1675.0,431.0
528.0,1741.0,483.0,587.0,1609.0,477.0,438.0,1679.0,433.0
528.0,1745.0,486.0,588.0,1613.0,480.0,438.0,1682.0,436.0
528.0,1748.0,488.0,589.0,1616.0,482.0,438.0,1686.0,439.0
529.0,1752.0,491.0,589.0,1620.0,484.0,438.0,1689.0,441.0
529.0,1755.0,493.0,590.0,1623.0,487.0,439.0,1693.0,443.0
529.0,1759.0,495.0,590.0,1627.0,489.0,439.0,1697.0,446.0
529.0,1763.0,498.0,591.0,1631.0,491.0,439.0,1701.0,449.0
530.0,1767.0,500.0,591.0,1635.0,494.0,439.0,1705.0,451.0
530.0,1771.0,502.0,592.0,1639.0,496.0,439.0,1709.0,454.0
530.0,1776.0,505.0,592.0,1643.0,498.0,438.0,1713.0,456.0
530.0,1780.0,507.0,593.0,1647.0,501.0,438.0,1717.0,459.0
531.0,1785.0,509.0,593.0,1651.0,503.0,438.0,1722.0,461.0
531.0,1789.0,512.0,594.0,1656.0,506.0,438.0,1727.0,464.0
531.0,1794.0,514.0,595.0,1660.0,508.0,438.0,1731.0,466.0
532.0,1799.0,517.0,595.0,1665.0,511.0,438.0,1736.0,469.0
532.0,1804.0,520.0,596.0,1670.0,513.0,438.0,1741.0,472.0
532.0,1809.0,522.0,596.0,1674.0,516.0,438.0,1746.0,475.0
532.0,1814.0,525.0,597.0,1679.0,519.0,438.0,1751.0,478.0
533.0,1819.0,528.0,598.0,1684.0,521.0,438.0,1756.0,481.0
533.0,1824.0,530.0,598.0,1690.0,524.0,438.0,1762.0,483.0
533.0,1830.0,533.0,599.0,1695.0,527.0,438.0,1767.0,487.0
533.0,1836.0,536.0,599.0,1700.0,530.0,438.0,1773.0,490.0
533.0,1841.0,539.0,599.0,1706.0,533.0,437.0,1779.0,493.0
533.0,1847.0,542.0,600.0,1712.0,536.0,437.0,1784.0,496.0
533.0,1853.0,545.0,600.0,1717.0,540.0,437.0,1790.0,500.0
533.0,1860.0,549.0,600.0,1723.0,543.0,436.0,1797.0,503.0
533.0,1866.0,552.0,600.0,1730.0,546.0,436.0,1803.0,507.0
533.0,1873.0,555.0,600.0,1736.0,550.0,435.0,1810.0,510.0
532.0,1879.0,559.0,600.0,1742.0,554.0,434.0,1816.0,514.0
532.0,1886.0,562.0,600.0,1749.0,557.0,433.0,1823.0,518.0
531.0,1894.0,566.0,600.0,1756.0,561.0,432.0,1831.0,522.0
530.0,1901.0,570.0,600.0,1763.0,565.0,431.0,1838.0,526.0
529.0,1909.0,574.0,599.0,1771.0,570.0,430.0,1846.0,530.0
528.0,1917.0,578.0,598.0,1779.0,574.0,428.0,1854.0,534.0
526.0,1926.0,582.0,598.0,1787.0,578.0,427.0,1862.0,538.0
526.0,1934.0,584.0,598.0,1794.0,581.0,428.0,1870.0,540.0
524.0,1943.0,585.0,598.0,1802.0,584.0,428.0,1878.0,542.0
522.0,1953.0,585.0,597.0,1810.0,586.0,429.0,1887.0,541.0
519.0,1962.0,585.0,596.0,1819.0,588.0,429.0,1895.0,540.0
516.0,1971.0,584.0,596.0,1827.0,589.0,429.0,1903.0,538.0
515.0,1980.0,583.0,596.0,1835.0,590.0,430.0,1911.0,537.0
515.0,1989.0,584.0,597.0,1843.0,592.0,431.0,1920.0,536.0
516.0,1998.0,585.0,599.0,1851.0,593.0,433.0,1928.0,536.0
518.0,2006.0,586.0,601.0,1860.0,595.0,435.0,1936.0,535.0
520.0,2015.0,587.0,604.0,1869.0,596.0,438.0,1945.0,535.0
522.0,2024.0,588.0,606.0,1877.0,597.0,440.0,1953.0,535.0
525.0,2033.0,589.0,609.0,1886.0,598.0,442.0,1961.0,535.0
527.0,2042.0,590.0,612.0,1894.0,599.0,444.0,1970.0,535.0
530.0,2051.0,591.0,615.0,1902.0,601.0,447.0,1978.0,536.0
532.0,2060.0,593.0,618.0,1910.0,602.0,449.0,1987.0,536.0
535.0,2069.0,594.0,620.0,1919.0,603.0,451.0,1995.0,537.0
537.0,2078.0,595.0,623.0,1927.0,605.0,453.0,2004.0,538.0
540.0,2087.0,597.0,626.0,1935.0,606.0,456.0,2012.0,539.0
542.0,2096.0,598.0,629.0,1943.0,607.0,458.0,2021.0,539.0
545.0,2105.0,600.0,632.0,1951.0,609.0,460.0,2029.0,540.0
548.0,2113.0,601.0,635.0,1959.0,610.0,462.0,2038.0,541.0
550.0,2122.0,603.0,637.0,1967.0,612.0,465.0,2046.0,543.0
553.0,2131.0,605.0,640.0,1975.0,614.0,467.0,2054.0,544.0
555.0,2140.0,606.0,643.0,1983.0,615.0,469.0,2063.0,545.0
558.0,2149.0,608.0,646.0,1991.0,617.0,471.0,2071.0,546.0
560.0,2158.0,610.0,649.0,1999.0,619.0,473.0,2080.0,547.0
563.0,2167.0,612.0,651.0,2007.0,621.0,475.0,2088.0,549.0
660.0,1648.0,568.0,717.0,1526.0,578.0,576.0,1582.0,513.0
660.0,1648.0,568.0,717.0,1526.0,578.0,576.0,1582.0,513.0
660.0,1648.0,568.0,717.0,1526.0,578.0,576.0,1582.0,513.0
660.0,1648.0,568.0,717.0,1526.0,578.0,576.0,1582.0,513.0
660.0,1648.0,568.0,717.0,1526.0,578.0,576.0,1582.0,513.0
659.0,1649.0,568.0,715.0,1525.0,579.0,575.0,1584.0,512.0
658.0,1649.0,568.0,715.0,1525.0,579.0,575.0,1584.0,512.0
658.0,1649.0,568.0,715.0,1525.0,579.0,575.0,1584.0,512.0
658.0,1649.0,568.0,715.0,1524.0,579.0,575.0,1584.0,512.0
658.0,1649.0,569.0,715.0,1525.0,579.0,574.0,1584.0,512.0
657.0,1650.0,569.0,714.0,1525.0,580.0,574.0,1584.0,513.0
657.0,1650.0,569.0,714.0,1525.0,580.0,574.0,1584.0,513.0
657.0,1650.0,569.0,714.0,1525.0,580.0,573.0,1584.0,512.0
657.0,1650.0,569.0,714.0,1525.0,580.0,573.0,1584.0,512.0
656.0,1650.0,569.0,713.0,1525.0,580.0,573.0,1584.0,513.0
656.0,1650.0,570.0,713.0,1525.0,580.0,572.0,1584.0,513.0
656.0,1650.0,570.0,712.0,1525.0,580.0,572.0,1584.0,513.0
656.0,1650.0,570.0,712.0,1525.0,580.0,572.0,1584.0,513.0
655.0,1650.0,570.0,712.0,1525.0,580.0,572.0,1584.0,513.0
655.0,1651.0,570.0,712.0,1525.0,580.0,571.0,1585.0,514.0
654.0,1651.0,570.0,711.0,1525.0,581.0,571.0,1585.0,514.0
654.0,1651.0,570.0,711.0,1525.0,581.0,571.0,1585.0,514.0
654.0,1651.0,570.0,711.0,1525.0,581.0,570.0,1585.0,514.0
654.0,1651.0,571.0,711.0,1526.0,581.0,570.0,1585.0,514.0
653.0,1652.0,571.0,710.0,1526.0,581.0,570.0,1585.0,515.0
653.0,1652.0,571.0,710.0,1526.0,581.0,569.0,1585.0,515.0
653.0,1652.0,571.0,710.0,1526.0,581.0,569.0,1585.0,515.0
652.0,1652.0,571.0,710.0,1526.0,581.0,569.0,1586.0,515.0
652.0,1652.0,572.0,709.0,1526.0,581.0,568.0,1586.0,515.0
652.0,1653.0,572.0,709.0,1527.0,582.0,568.0,1586.0,516.0
651.0,1653.0,572.0,709.0,1527.0,582.0,568.0,1586.0,516.0
651.0,1653.0,572.0,709.0,1527.0,582.0,568.0,1586.0,516.0
651.0,1653.0,572.0,708.0,1527.0,582.0,567.0,1587.0,516.0
651.0,1654.0,572.0,708.0,1528.0,582.0,567.0,1587.0,517.0
650.0,1654.0,573.0,708.0,1528.0,582.0,567.0,1587.0,517.0
650.0,1654.0,573.0,708.0,1528.0,582.0,567.0,1587.0,517.0
650.0,1654.0,573.0,707.0,1528.0,582.0,566.0,1587.0,517.0
650.0,1655.0,573.0,707.0,1528.0,583.0,566.0,1588.0,517.0
649.0,1655.0,573.0,707.0,1529.0,583.0,566.0,1588.0,518.0
649.0,1655.0,573.0,707.0,1529.0,583.0,566.0,1588.0,518.0
649.0,1655.0,573.0,707.0,1529.0,583.0,565.0,1588.0,518.0
649.0,1656.0,574.0,707.0,1529.0,583.0,565.0,1589.0,518.0
649.0,1656.0,574.0,706.0,1530.0,583.0,565.0,1589.0,518.0
649.0,1656.0,574.0,706.0,1530.0,584.0,565.0,1589.0,519.0
648.0,1656.0,574.0,706.0,1530.0,584.0,565.0,1589.0,519.0
648.0,1657.0,574.0,706.0,1530.0,584.0,565.0,1590.0,519.0
648.0,1657.0,574.0,706.0,1531.0,584.0,564.0,1590.0,519.0
648.0,1657.0,574.0,706.0,1531.0,584.0,564.0,1590.0,519.0
648.0,1657.0,575.0,706.0,1531.0,584.0,564.0,1590.0,519.0
648.0,1658.0,575.0,705.0,1531.0,584.0,564.0,1591.0,519.0
648.0,1658.0,575.0,705.0,1532.0,584.0,564.0,1591.0,520.0
648.0,1658.0,575.0,705.0,1532.0,585.0,564.0,1591.0,520.0
648.0,1658.0,575.0,705.0,1532.0,585.0,564.0,1591.0,520.0
648.0,1659.0,575.0,705.0,1532.0,585.0,564.0,1591.0,520.0
648.0,1659.0,575.0,705.0,1533.0,585.0,564.0,1592.0,520.0
648.0,1659.0,575.0,705.0,1533.0,585.0,563.0,1592.0,520.0
647.0,1659.0,576.0,705.0,1533.0,585.0,563.0,1592.0,520.0
647.0,1659.0,576.0,705.0,1533.0,585.0,563.0,1592.0,521.0
647.0,1660.0,576.0,705.0,1533.0,585.0,563.0,1593.0,521.0
647.0,1660.0,576.0,705.0,1534.0,586.0,563.0,1593.0,521.0
647.0,1660.0,576.0,705.0,1534.0,586.0,563.0,1593.0,521.0
647.0,1660.0,576.0,705.0,1534.0,586.0,563.0,1593.0,521.0
647.0,1661.0,576.0,705.0,1534.0,586.0,563.0,1594.0,521.0
647.0,1661.0,576.0,705.0,1535.0,586.0,563.0,1594.0,521.0
647.0,1661.0,576.0,705.0,1535.0,586.0,563.0,1594.0,521.0
647.0,1661.0,576.0,705.0,1535.0,586.0,563.0,1594.0,521.0
647.0,1661.0,577.0,705.0,1535.0,586.0,563.0,1594.0,521.0
648.0,1662.0,577.0,705.0,1535.0,586.0,563.0,1595.0,522.0
648.0,1662.0,577.0,705.0,1536.0,586.0,563.0,1595.0,522.0
648.0,1662.0,577.0,705.0,1536.0,587.0,563.0,1595.0,522.0
648.0,1662.0,577.0,705.0,1536.0,587.0,563.0,1595.0,522.0
648.0,1663.0,577.0,705.0,1536.0,587.0,563.0,1595.0,522.0
648.0,1663.0,577.0,705.0,1536.0,587.0,563.0,1596.0,522.0
648.0,1663.0,577.0,705.0,1537.0,587.0,563.0,1596.0,522.0
648.0,1663.0,577.0,705.0,1537.0,587.0,563.0,1596.0,522.0
648.0,1663.0,577.0,705.0,1537.0,587.0,563.0,1596.0,522.0
648.0,1664.0,577.0,705.0,1537.0,587.0,563.0,1596.0,522.0
648.0,1664.0,577.0,705.0,1537.0,587.0,563.0,1597.0,522.0
648.0,1664.0,578.0,705.0,1538.0,587.0,563.0,1597.0,522.0
648.0,1664.0,578.0,705.0,1538.0,587.0,564.0,1597.0,523.0
648.0,1664.0,578.0,706.0,1538.0,588.0,564.0,1597.0,523.0
648.0,1665.0,578.0,706.0,1538.0,588.0,564.0,1597.0,523.0
648.0,1665.0,578.0,706.0,1538.0,588.0,564.0,1598.0,523.0
648.0,1665.0,578.0,706.0,1538.0,588.0,564.0,1598.0,523.0
648.0,1665.0,578.0,706.0,1539.0,588.0,564.0,1598.0,523.0
648.0,1665.0,578.0,706.0,1539.0,588.0,564.0,1598.0,523.0
648.0,1666.0,578.0,706.0,1539.0,588.0,564.0,1598.0,523.0
648.0,1666.0,578.0,706.0,1539.0,588.0,564.0,1599.0,523.0
649.0,1666.0,578.0,706.0,1539.0,588.0,564.0,1599.0,523.0
649.0,1666.0,578.0,706.0,1540.0,588.0,564.0,1599.0,523.0
649.0,1666.0,578.0,706.0,1540.0,588.0,564.0,1599.0,523.0
649.0,1667.0,578.0,706.0,1540.0,588.0,564.0,1599.0,523.0
649.0,1667.0,579.0,706.0,1540.0,588.0,564.0,1600.0,523.0
649.0,1667.0,579.0,706.0,1540.0,589.0,564.0,1600.0,524.0
649.0,1667.0,579.0,706.0,1541.0,589.0,564.0,1600.0,524.0
649.0,1667.0,579.0,707.0,1541.0,589.0,564.0,1600.0,524.0
649.0,1668.0,579.0,707.0,1541.0,589.0,564.0,1600.0,524.0
649.0,1668.0,579.0,707.0,1541.0,589.0,564.0,1600.0,524.0
649.0,1668.0,579.0,707.0,1541.0,589.0,564.0,1601.0,524.0
649.0,1668.0,579.0,707.0,1541.0,589.0,565.0,1601.0,524.0
649.0,1668.0,579.0,707.0,1542.0,589.0,565.0,1601.0,524.0
649.0,1669.0,579.0,707.0,1542.0,589.0,565.0,1601.0,524.0
649.0,1669.0,579.0,707.0,1542.0,589.0,565.0,1601.0,524.0
650.0,1669.0,579.0,707.0,1542.0,589.0,565.0,1602.0,524.0
650.0,1669.0,579.0,707.0,1542.0,589.0,565.0,1602.0,524.0
650.0,1669.0,579.0,707.0,1543.0,589.0,565.0,1602.0,524.0
650.0,1670.0,580.0,707.0,1543.0,589.0,565.0,1602.0,524.0
650.0,1670.0,580.0,707.0,1543.0,590.0,565.0,1602.0,524.0
-1099.0,1745.0,-672.0,-1152.0,1619.0,-707.0,-1060.0,1668.0,-577.0
-1099.0,1745.0,-672.0,-1152.0,1619.0,-707.0,-1060.0,1668.0,-577.0
-1099.0,1745.0,-672.0,-1152.0,1619.0,-707.0,-1060.0,1668.0,-577.0
-1099.0,1745.0,-672.0,-1152.0,1619.0,-707.0,-1060.0,1668.0,-577.0
-1099.0,1745.0,-672.0,-1152.0,1619.0,-707.0,-1060.0,1668.0,-577.0
-1094.0,1719.0,-926.0,-1285.0,1620.0,-818.0,-1028.0,1718.0,-787.0
-1131.0,1746.0,-901.0,-1306.0,1649.0,-849.0,-1033.0,1768.0,-801.0
-1158.0,1787.0,-895.0,-1324.0,1695.0,-876.0,-1044.0,1830.0,-823.0
-1211.0,1870.0,-832.0,-1334.0,1818.0,-1001.0,-993.0,1891.0,-892.0
-1254.0,1968.0,-845.0,-1364.0,1918.0,-1036.0,-1071.0,2053.0,-882.0
-1209.0,2043.0,-860.0,-1335.0,1933.0,-1091.0,-1250.0,2132.0,-859.0
-1267.0,2036.0,-796.0,-1359.0,1969.0,-1147.0,-1166.0,2090.0,-925.0
-1273.0,2024.0,-814.0,-1362.0,1985.0,-1152.0,-1153.0,2096.0,-912.0
-1397.0,2151.0,-939.0,-1501.0,2116.0,-1169.0,-1137.0,2176.0,-999.0
-1409.0,2226.0,-927.0,-1532.0,2158.0,-1153.0,-1177.0,2241.0,-1024.0
-1315.0,2181.0,-869.0,-1442.0,2076.0,-1197.0,-1192.0,2183.0,-991.0
-1467.0,2273.0,-981.0,-1576.0,2245.0,-1220.0,-1199.0,2298.0,-1048.0
-1503.0,2345.0,-1002.0,-1621.0,2296.0,-1247.0,-1231.0,2366.0,-1075.0
-1557.0,2435.0,-1046.0,-1686.0,2359.0,-1303.0,-1260.0,2453.0,-1127.0
-1569.0,2460.0,-1062.0,-1701.0,2380.0,-1317.0,-1269.0,2475.0,-1145.0
-1607.0,2521.0,-1071.0,-1737.0,2443.0,-1339.0,-1299.0,2544.0,-1155.0
-1672.0,2621.0,-1118.0,-1810.0,2537.0,-1393.0,-1353.0,2642.0,-1208.0
-1717.0,2693.0,-1145.0,-1858.0,2604.0,-1429.0,-1389.0,2714.0,-1237.0
-1790.0,2739.0,-1220.0,-1945.0,2681.0,-1492.0,-1421.0,2799.0,-1270.0
-1822.0,2806.0,-1232.0,-1978.0,2739.0,-1517.0,-1452.0,2859.0,-1295.0
-1854.0,2906.0,-1233.0,-2006.0,2814.0,-1538.0,-1498.0,2931.0,-1330.0
-1928.0,2990.0,-1294.0,-2088.0,2904.0,-1601.0,-1549.0,3029.0,-1379.0
-2000.0,3054.0,-1362.0,-2173.0,2991.0,-1663.0,-1589.0,3122.0,-1417.0
-2063.0,3138.0,-1410.0,-2241.0,3075.0,-1720.0,-1635.0,3212.0,-1463.0
-2103.0,3226.0,-1427.0,-2284.0,3153.0,-1752.0,-1675.0,3290.0,-1497.0
-2149.0,3334.0,-1440.0,-2326.0,3237.0,-1785.0,-1729.0,3374.0,-1541.0
-2250.0,3414.0,-1537.0,-2443.0,3346.0,-1875.0,-1783.0,3493.0,-1599.0
-2320.0,3514.0,-1589.0,-2520.0,3444.0,-1937.0,-1838.0,3596.0,-1651.0
-2384.0,3610.0,-1633.0,-2589.0,3538.0,-1993.0,-1888.0,3694.0,-1699.0
-2448.0,3713.0,-1675.0,-2658.0,3640.0,-2045.0,-1939.0,3799.0,-1745.0
-2526.0,3821.0,-1729.0,-2742.0,3747.0,-2109.0,-2000.0,3910.0,-1801.0
-2616.0,3941.0,-1796.0,-2839.0,3862.0,-2191.0,-2069.0,4033.0,-1872.0
-2693.0,4049.0,-1849.0,-2921.0,3967.0,-2258.0,-2129.0,4143.0,-1929.0
-2771.0,4160.0,-1902.0,-3003.0,4078.0,-2323.0,-2190.0,4256.0,-1985.0
